email,nps,survey_year,primary_category,gender,age,total_sessions,follower_count,w2_active,m2_active,genres_books,genres_screenpla,genres_podcasts,first_app_open_d,user_type
0068,8,21,TV/Movies,Male,45-54,454,5,TRUE,FALSE,"[""Fantasy"",""Magic"",""High Fantasy"",""Dark Fantasy"",""Epic Fantasy"",""Young Adult"",""Teen Romance"",""Coming of Age"",""Historical Fiction"",""Classics"",""British Classics"",""True Crime"",""LGBTQ+""]","[""Romance"",""Teen Romance"",""Drama"",""Family Dramas"",""British Dramas"",""Period Dramas"",""Tearjerkers"",""Crime"",""Dark Crime"",""True Crime"",""Teen"",""High School"",""Fantasy"",""Epic Fantasy"",""Magic"",""Mind Bending"",""Horror"",""Slasher"",""Family Friendly"",""Sitcoms"",""Disney"",""Anime"",""Music"",""Sports"",""Football"",""Baseball"",""Basketball"",""LGBTQ+""]",undefined,undefined,app_user
0069,8,21,TV/Movies,Female,65+,810,1,FALSE,FALSE,"[""Romance"",""Historical Fiction"",""Classics"",""Tearjerkers"",""Memoirs""]",undefined,undefined,2020-07-18T18:26:25,app_user
0070,8,21,TV/Movies,Male,25-34,284,0,FALSE,TRUE,"[""Science Fiction"",""Dystopian Fiction"",""Time Travel"",""Outer Space"",""World War 2"",""Classics"",""Horror"",""True Crime"",""Slasher"",""Whodunit"",""Historical Fiction"",""Thriller"",""Shocking Twists"",""Mystery"",""Psychological Thrillers"",""Business""]","[""Comedy"",""War"",""Sports"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Science Fiction"",""Zombie"",""Dystopian"",""Robots"",""Time Travel"",""Outer Space"",""Suspense"",""Crime"",""True Crime"",""Heists"",""Drama"",""Tearjerkers"",""Dark Crime"",""Workplace Comedy"",""Documentary"",""Whodunit"",""Reality"",""Docuseries"",""Food"",""Competition"",""Home Improvement""]",undefined,2021-03-23T16:58:17,app_user
0071,8,21,TV/Movies,Female,25-34,null,null,null,null,null,null,null,null,newsletter
0072,8,21,TV/Movies,Female,45-54,371,8,TRUE,TRUE,"[""Thriller"",""Shocking Twists"",""Mystery"",""Psychological Thrillers"",""Historical Fiction"",""Tearjerkers"",""World War 2"",""Spy Thrillers"",""Young Adult""]","[""Drama"",""British Dramas"",""Period Dramas"",""Courtroom Dramas"",""Crime""]",undefined,2021-06-23T18:35:20,app_user
0073,8,21,Books,Female,65+,192,0,TRUE,TRUE,"[""Historical Fiction"",""Science Fiction"",""Time Travel"",""World War 2"",""Memoirs"",""Comedy"",""Cooking"",""Poetry"",""Classics"",""Cookbooks"",""Children's Books""]","[""Family Friendly"",""Documentary"",""Drama"",""Comedy"",""British Comedy"",""Family Dramas"",""Period Dramas"",""Science Fiction"",""Time Travel"",""Alien"",""Outer Space"",""Docuseries"",""Biopic"",""Romantic Comedy"",""British Dramas""]","[""Health & Fitness"",""Meditation"",""Self Help"",""Science"",""History"",""Mental Health"",""Comedy""]",undefined,app_user
0074,9,21,TV/Movies,Female,35-44,447,0,TRUE,TRUE,"[""Science Fiction"",""True Crime"",""Self Help"",""Psychology"",""Cooking"",""Cookbooks"",""Memoirs"",""Horror"",""Mental Health"",""Thriller"",""Psychological Thrillers"",""Shocking Twists"",""Children's Books"",""Classics""]","[""Crime"",""Thriller"",""Psychological Thrillers"",""Suspense"",""Horror"",""LGBTQ+"",""Shocking Twists"",""Supernatural"",""Music""]",undefined,undefined,app_user
0075,9,21,TV/Movies,Male,35-44,2886,860,TRUE,FALSE,undefined,"[""Thriller"",""Science Fiction"",""Horror"",""Documentary"",""Reality"",""Anime"",""Superheroes"",""Fantasy"",""Music"",""Survival""]",undefined,undefined,app_user
0076,9,21,Books,Female,55-64,185,0,TRUE,TRUE,"[""Thriller"",""Mystery"",""Shocking Twists""]",undefined,undefined,undefined,app_user
0077,9,21,Podcasts,Female,25-34,1148,153,TRUE,TRUE,"[""Fantasy"",""Magic"",""High Fantasy"",""Dark Fantasy"",""Urban Fantasy"",""Epic Fantasy"",""Young Adult"",""Comedy"",""Humor"",""Coming of Age"",""Science Fiction"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Dystopian Fiction"",""Time Travel"",""Historical Fiction"",""Classics"",""British Classics"",""Horror"",""Paranormal"",""Poetry"",""Children's Books"",""Whodunit"",""Cooking""]","[""Comedy"",""Workplace Comedy"",""Stoner Comedy"",""Dark Comedy"",""Spoofs and Mockumentaries"",""Drama"",""Family Dramas"",""British Dramas"",""Period Dramas"",""Crime"",""Dark Crime"",""Teen"",""Fantasy"",""Epic Fantasy"",""Magic"",""Mind Bending"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Horror"",""Supernatural"",""Slasher"",""Family Friendly"",""Sitcoms"",""Disney"",""Science Fiction"",""Outer Space"",""Time Travel"",""Zombie"",""Dystopian"",""Action & Adventure"",""Adventure"",""Action"",""Music"",""Reality"",""Home Improvement"",""Food"",""Survival"",""Post Apocalyptic"",""Whodunit"",""Western"",""Outlaw Western""]","[""Comedy"",""Comedian"",""TV & Movies"",""Relationship"",""Love"",""Music"",""History"",""Health & Fitness"",""Fiction"",""Fitness"",""Mental Health"",""Meditation"",""Self Help"",""Family Friendly"",""Kids"",""Science & Technology"",""Science""]",undefined,app_user
0078,9,21,Books,Female,25-34,768,7,TRUE,TRUE,"[""Fantasy"",""Magic"",""High Fantasy"",""Dark Fantasy"",""Urban Fantasy"",""Epic Fantasy"",""Young Adult"",""Coming of Age"",""Science Fiction"",""Dystopian Fiction"",""Outer Space"",""Time Travel""]",undefined,"[""Pop Culture"",""History"",""Fiction"",""News"",""Science & Technology"",""Science"",""Technology"",""Comedy"",""TV & Movies"",""Comedian"",""Interviews""]",undefined,app_user
0079,10,21,TV/Movies,Female,25-34,227,0,TRUE,FALSE,undefined,undefined,undefined,2020-07-05T07:05:26,app_user
0080,10,21,TV/Movies,Female,65+,568,0,FALSE,FALSE,undefined,undefined,undefined,2019-06-27T17:25:56,app_user
0081,10,21,TV/Movies,Female,65+,325,0,FALSE,FALSE,undefined,undefined,undefined,2019-09-23T18:00:41,app_user
0082,10,21,TV/Movies,Female,35-44,119,4,FALSE,TRUE,"[""Fantasy"",""Magic"",""Urban Fantasy"",""Young Adult"",""Thriller"",""Psychological Thrillers"",""Science Fiction"",""Dystopian Fiction"",""Time Travel"",""Shocking Twists"",""Tearjerkers"",""Self Help"",""Mental Health"",""Psychology"",""Motivation"",""Children's Books"",""Books for Kids""]","[""Comedy"",""Dark Comedy"",""Stoner Comedy"",""Adult Cartoon"",""Crime"",""Fantasy"",""Mind Bending"",""Magic"",""Epic Fantasy"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Family Friendly"",""Black Cinema"",""Science Fiction"",""Alien"",""Time Travel"",""Dystopian"",""Zombie"",""Action & Adventure"",""Action"",""Adventure"",""Reality"",""Competition"",""Food"",""Documentary"",""Docuseries"",""Survival"",""Post Apocalyptic"",""Biopic"",""Romance"",""Drama"",""Family Dramas"",""Period Dramas"",""British Dramas"",""Courtroom Dramas"",""Tearjerkers"",""True Crime"",""Vigilante"",""Teen"",""Sitcoms"",""Outer Space"",""Home Improvement"",""Political""]","[""Relationship"",""Love"",""Pop Culture"",""Society & Culture"",""Fiction"",""Science & Technology"",""Science"",""Technology"",""Parenting"",""Family Friendly""]",undefined,app_user
0083,10,21,TV/Movies,Female,25-34,2254,15,TRUE,FALSE,"[""Comedy"",""Romance"",""Young Adult"",""Cookbooks"",""Thriller""]","[""Comedy"",""Romance"",""Family Friendly"",""Tearjerkers"",""Superheroes"",""Teen"",""Drama""]","[""Health & Fitness"",""Comedy"",""Fiction"",""History"",""TV & Movies"",""Music"",""Celebrities"",""Fitness"",""Health"",""Crime"",""True Crime"",""Unsolved Crime""]",undefined,app_user
0084,10,21,Books,Male,25-34,1360,21,TRUE,FALSE,"[""Fantasy"",""Historical Fiction"",""Science Fiction"",""Horror"",""Thriller"",""LGBTQ+"",""Whodunit"",""Classics"",""Young Adult""]","[""Science Fiction"",""Fantasy"",""Superheroes"",""Anime"",""Horror"",""LGBTQ+"",""Survival"",""Whodunit"",""Teen""]","[""True Crime"",""Fiction"",""History"",""Pop Culture"",""TV & Movies""]",undefined,app_user
0085,10,21,Books,Female,55-64,324,2,TRUE,TRUE,"[""Fantasy"",""Urban Fantasy"",""Epic Fantasy"",""Young Adult"",""Whodunit"",""Romance"",""Dark Fantasy"",""Magic"",""High Fantasy""]","[""Fantasy"",""Action & Adventure"",""Science Fiction"",""Magic"",""Epic Fantasy"",""Action"",""Dystopian"",""Time Travel"",""Thriller"",""Mystery"",""Psychological Thrillers"",""Shocking Twists"",""Suspense""]","[""TV & Movies"",""Pop Culture"",""Celebrities"",""Relationship"",""Crime"",""Comedy"",""Interviews"",""True Crime""]",undefined,app_user
0086,10,21,Books,Female,35-44,80,0,TRUE,TRUE,"[""Romance"",""Historical Fiction"",""Tearjerkers"",""Teen Romance"",""Fantasy"",""Young Adult"",""Coming of Age"",""Classics"",""British Classics""]","[""Romance"",""Teen Romance"",""Romantic Comedy"",""Fantasy""]",undefined,undefined,app_user
0087,2,21,Books,Male,65+,18,0,TRUE,TRUE,"[""Science Fiction"",""Time Travel""]",undefined,undefined,undefined,app_user
0088,4,21,Books,Male,18-24,3301,95,TRUE,FALSE,"[""Comedy"",""Fantasy""]",undefined,undefined,undefined,app_user
0089,5,21,Books,Female,65+,586,0,TRUE,FALSE,undefined,undefined,undefined,2020-07-25T10:58:33,app_user
0090,6,21,Books,Female,55-64,496,0,TRUE,TRUE,"[""Fantasy"",""Magic"",""High Fantasy"",""Young Adult"",""Classics"",""British Classics"",""Whodunit""]","[""Comedy"",""British Comedy"",""Spoofs and Mockumentaries"",""Adult Cartoon"",""Action & Adventure"",""Adventure""]","[""Crime"",""True Crime"",""History""]",2021-07-02T20:44:36,app_user
0091,6,21,Books,Female,45-54,null,null,null,null,null,null,null,null,newsletter
0092,6,21,Books,Female,65+,22,0,TRUE,FALSE,"[""Historical Fiction"",""Memoirs"",""Science Fiction"",""Dystopian Fiction"",""Thriller"",""Shocking Twists"",""Outer Space"",""True Crime""]","[""Documentary"",""Science Fiction"",""Dystopian"",""Survival"",""Post Apocalyptic"",""Outer Space"",""Action & Adventure""]",undefined,undefined,app_user
0093,6,21,Books,Female,35-44,439,2,TRUE,TRUE,"[""Fantasy"",""Urban Fantasy"",""High Fantasy"",""Magic"",""Romance"",""Romantic Comedies"",""Young Adult"",""Comedy"",""Science Fiction"",""Dystopian Fiction"",""Time Travel"",""Outer Space"",""Historical Fiction"",""World War 2"",""Classics"",""British Classics"",""Self Help"",""Motivation"",""Psychology"",""Cooking"",""Memoirs""]",undefined,undefined,undefined,app_user
0094,6,21,TV/Movies,Female,25-34,1558,36,FALSE,FALSE,undefined,undefined,"[""Comedy"",""Crime"",""True Crime"",""Unsolved Crime"",""Music"",""Fiction"",""History""]",2020-01-13T19:19:43,app_user
0095,7,21,Books,Female,55-64,58,0,TRUE,TRUE,"[""Romance"",""Romantic Comedies"",""Memoirs"",""Historical Fiction""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""Romance"",""Music"",""Documentary"",""Biopic"",""Family Friendly""]",undefined,2021-07-13T19:50:39,app_user
0096,7,21,TV/Movies,Female,45-54,1170,93,TRUE,TRUE,"[""Fantasy"",""Magic"",""Urban Fantasy"",""Dark Fantasy"",""High Fantasy"",""Epic Fantasy"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Horror"",""Paranormal"",""Whodunit"",""Science Fiction"",""Dystopian Fiction""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""British Comedy"",""Dark Comedy"",""Romance"",""Drama"",""Family Dramas"",""Period Dramas"",""British Dramas"",""Tearjerkers"",""Crime"",""Dark Crime"",""Fantasy"",""Epic Fantasy"",""Magic"",""Mind Bending"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Horror"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Supernatural"",""Science Fiction"",""Time Travel"",""Outer Space"",""Dystopian"",""Robots"",""Alien"",""Action & Adventure"",""Action"",""Adventure"",""Reality"",""Reality Dating"",""Music"",""Competition"",""Food"",""Home Improvement"",""Documentary"",""Survival"",""Post Apocalyptic"",""Docuseries"",""LGBTQ+"",""War"",""Whodunit"",""Political"",""Biopic"",""True Crime"",""Heists"",""Vigilante"",""Courtroom Dramas""]","[""Music"",""Relationship"",""Dating"",""Health & Fitness"",""Fitness"",""Interviews"",""News"",""Politics"",""TV & Movies"",""Comedy"",""Pop Culture"",""Society & Culture""]",2021-04-07T14:56:43,app_user
0097,7,21,TV/Movies,Male,25-34,659,2,TRUE,FALSE,"[""Fantasy"",""Epic Fantasy"",""High Fantasy"",""Magic"",""Science Fiction"",""Outer Space"",""Dystopian Fiction""]","[""Superheroes"",""Fantasy"",""Science Fiction""]",undefined,undefined,app_user
0098,7,21,Books,Female,18-24,1032,77,TRUE,TRUE,"[""Historical Fiction"",""World War 2"",""Horror"",""Paranormal"",""Fantasy"",""Magic"",""Dark Fantasy"",""Romance"",""Young Adult"",""Tearjerkers""]","[""Crime"",""Romance"",""Comedy"",""Romantic Comedy"",""Teen Romance"",""Heists"",""Vigilante"",""Fantasy"",""Teen"",""Magic"",""Superheroes"",""Marvel"",""Action & Adventure"",""War""]",undefined,undefined,app_user
0099,7,21,Books,Male,18-24,559,5,TRUE,FALSE,"[""Science Fiction"",""Classics"",""Historical Fiction"",""Fantasy"",""Romance"",""Coming of Age""]","[""Comedy"",""Romance"",""Science Fiction"",""Fantasy"",""Family Friendly""]",undefined,undefined,app_user
0100,7,21,TV/Movies,Female,35-44,4040,0,FALSE,FALSE,undefined,undefined,undefined,2020-02-07T19:46:15,app_user
0101,8,21,Books,Female,18-24,1804,25,TRUE,FALSE,"[""Romance"",""Historical Fiction"",""Classics"",""Young Adult"",""Comedy"",""Fantasy"",""British Classics"",""World War 2""]","[""Comedy"",""Romance"",""Family Friendly"",""Tearjerkers"",""Teen""]","[""History"",""Family Friendly"",""Relationship"",""News"",""Love""]",undefined,app_user
0102,8,21,Books,Female,25-34,1154,5,TRUE,TRUE,"[""Romance"",""Romantic Comedies"",""Teen Romance"",""Young Adult"",""Thriller"",""Mystery"",""Tearjerkers"",""Poetry"",""LGBTQ+"",""Whodunit""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""Adult Cartoon"",""Romance"",""Drama"",""Tearjerkers"",""Superheroes"",""Marvel"",""Anime"",""Thriller"",""Shocking Twists""]","[""Comedy"",""Relationship"",""Love"",""Dating"",""Music"",""Celebrities""]",2021-05-22T12:35:48,app_user
0103,8,21,Books,Female,25-34,null,null,null,null,null,null,null,null,newsletter
0104,9,21,TV/Movies,Female,25-34,null,null,null,null,null,null,null,null,newsletter
0105,9,21,Books,Female,35-44,5299,54,TRUE,TRUE,"[""Romance"",""Romantic Comedies"",""Historical Fiction"",""Thriller"",""Mystery""]",undefined,undefined,2021-04-03T02:25:08,app_user
0106,10,21,TV/Movies,Female,45-54,364,4,TRUE,FALSE,"[""Thriller"",""Whodunit"",""Tearjerkers"",""True Crime""]","[""Drama"",""Whodunit"",""Political"",""Horror"",""Tearjerkers"",""Thriller"",""Crime""]",undefined,2020-10-10T11:02:53,app_user
0107,10,21,TV/Movies,Male,35-44,565,1,TRUE,TRUE,undefined,"[""Comedy"",""Spoofs and Mockumentaries"",""Drama"",""Crime"",""Action & Adventure"",""Science Fiction"",""Documentary"",""Political"",""Biopic""]",undefined,undefined,app_user
0108,10,21,TV/Movies,Other,25-34,118,0,TRUE,FALSE,undefined,"[""Comedy"",""Romance"",""Crime"",""Family Friendly"",""Sports"",""Music"",""Thriller"",""Tearjerkers"",""Science Fiction"",""Fantasy"",""Superheroes"",""Teen"",""Anime"",""Horror"",""Survival"",""Biopic"",""LGBTQ+"",""Whodunit"",""Drama""]",undefined,undefined,app_user
0109,10,21,Books,Female,Under 18,383,1,TRUE,FALSE,"[""Classics"",""Poetry"",""True Crime"",""Thriller"",""Historical Fiction""]","[""Crime"",""War"",""Music"",""Dark Crime"",""True Crime"",""Heists"",""Vigilante"",""Horror"",""Science Fiction"",""Whodunit"",""Political"",""Western"",""Outlaw Western"",""Drama"",""British Dramas"",""Tearjerkers"",""Courtroom Dramas""]","[""Crime"",""Unsolved Crime"",""True Crime"",""History""]",undefined,app_user
0110,10,21,TV/Movies,Female,25-34,null,null,null,null,null,null,null,null,newsletter
0111,10,21,TV/Movies,Female,18-24,undefined,1,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0112,10,21,Books,Female,18-24,217,0,FALSE,FALSE,"[""Historical Fiction"",""Tearjerkers"",""Thriller"",""True Crime"",""Science Fiction""]","[""Comedy"",""Drama"",""Science Fiction"",""Superheroes"",""Thriller"",""Time Travel"",""Action & Adventure"",""Suspense"",""Outer Space"",""Dystopian"",""Music"",""Reality"",""Documentary"",""Docuseries"",""Survival"",""Post Apocalyptic"",""Crime"",""Stoner Comedy"",""Dark Comedy"",""Marvel"",""Fantasy"",""Mind Bending"",""Mystery"",""Family Dramas"",""Period Dramas"",""British Dramas"",""Whodunit"",""Biopic""]","[""Comedy"",""TV & Movies"",""Pop Culture"",""Celebrities"",""History"",""Crime"",""True Crime"",""Unsolved Crime"",""Relationship""]",2020-12-08T22:04:46,app_user
0113,5,21,TV/Movies,Female,25-34,361,7,TRUE,TRUE,"[""Fantasy"",""Magic"",""Romance"",""Teen Romance"",""Young Adult"",""Romantic Comedies"",""Coming of Age"",""Comedy"",""Humor"",""Science Fiction"",""Dystopian Fiction"",""Historical Fiction"",""Tearjerkers"",""Poetry"",""LGBTQ+"",""Memoirs"",""Classics"",""Sports""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""British Comedy"",""Romance"",""Drama"",""Family Dramas"",""Period Dramas"",""British Dramas"",""Tearjerkers"",""Crime"",""Teen"",""Fantasy"",""Superheroes"",""Magic"",""Marvel"",""Comic Book Adaptations"",""Mind Bending"",""Family Friendly"",""Disney"",""Sitcoms"",""Anime"",""Action & Adventure"",""LGBTQ+"",""Music""]",undefined,2021-03-25T17:00:02,app_user
0114,5,21,Books,Female,18-24,1034,2,FALSE,FALSE,undefined,"[""Comedy"",""Romance"",""Science Fiction"",""Fantasy"",""Superheroes"",""Documentary"",""Political"",""Drama"",""Whodunit""]","[""News"",""History""]",undefined,app_user
0115,6,21,TV/Movies,Female,35-44,1230,6,TRUE,FALSE,"[""Self Help"",""Romance"",""Comedy"",""Young Adult"",""Tearjerkers""]","[""Comedy"",""Romance"",""Crime"",""Family Friendly"",""Thriller"",""Superheroes"",""Drama"",""Tearjerkers"",""Horror"",""Teen"",""Whodunit""]","[""Relationship"",""True Crime"",""Fiction"",""Comedy"",""TV & Movies""]",undefined,app_user
0116,6,21,TV/Movies,Female,25-34,null,null,null,null,null,null,null,null,newsletter
0117,6,21,TV/Movies,Female,45-54,9486,1558,FALSE,FALSE,undefined,undefined,"[""Relationship"",""True Crime"",""Comedy"",""Health & Fitness"",""TV & Movies""]",2020-05-25T10:04:56,app_user
0118,6,21,Books,Female,25-34,376,0,TRUE,FALSE,undefined,undefined,undefined,2020-07-11T18:06:15,app_user
0119,6,21,TV/Movies,Female,35-44,548,4,TRUE,TRUE,"[""Fantasy"",""High Fantasy"",""Epic Fantasy"",""Romance"",""Romantic Comedies"",""Comedy"",""Humor"",""Thriller"",""Shocking Twists"",""Spy Thrillers"",""Mystery"",""Classics"",""British Classics"",""Self Help"",""Poetry"",""Whodunit"",""Motivation"",""Mental Health"",""Psychology"",""Time Travel"",""Dystopian Fiction"",""Science Fiction"",""Outer Space"",""Historical Fiction"",""Horror"",""Slasher"",""Tearjerkers"",""Dark Fantasy""]","[""Comedy"",""Romantic Comedy"",""Romance"",""Fantasy"",""Epic Fantasy"",""Magic"",""Crime"",""Vigilante"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Science Fiction"",""Time Travel"",""Outer Space"",""Anime"",""Black Cinema"",""Family Friendly"",""Disney"",""Sitcoms"",""Horror"",""Slasher"",""Thriller"",""Suspense"",""Shocking Twists"",""Spy Thrillers"",""Action & Adventure"",""Adventure"",""Action"",""Whodunit"",""Dystopian"",""Mystery"",""Drama"",""Period Dramas"",""Tearjerkers"",""Adult Cartoon"",""Family Dramas"",""Stoner Comedy"",""British Comedy"",""Mind Bending"",""Teen Romance""]","[""Comedy"",""TV & Movies"",""Comedian"",""Relationship"",""Love"",""Dating"",""Music"",""Health & Fitness"",""Health"",""Fitness"",""Mental Health"",""Beauty"",""Self Help"",""History"",""Family Friendly"",""Fiction""]",undefined,app_user
0120,6,21,TV/Movies,Female,25-34,4528,305,TRUE,TRUE,"[""Fantasy"",""Urban Fantasy"",""Romance"",""Teen Romance"",""Romantic Comedies"",""Young Adult"",""Coming of Age"",""LGBTQ+""]","[""Comedy"",""Romantic Comedy"",""British Comedy"",""Romance"",""Teen Romance"",""Drama"",""Family Dramas"",""British Dramas"",""Period Dramas"",""Crime"",""Teen"",""High School"",""Fantasy"",""Music"",""Reality"",""Reality Dating"",""Food"",""Home Improvement"",""LGBTQ+"",""Political""]","[""TV & Movies"",""Comedy"",""Pop Culture"",""Society & Culture""]",undefined,app_user
