email,nps,survey_year,primary_category,gender,age,total_sessions,follower_count,w2_active,m2_active,genres_books,genres_screenpla,genres_podcasts,first_app_open_d,user_type
0397,9,25,TV/Movies,Female,35-44,539,3,FALSE,FALSE,undefined,undefined,"[""Comedy"",""Comedian"",""Crime"",""True Crime""]",undefined,app_user
0398,10,25,TV/Movies,Female,25-34,17,0,FALSE,TRUE,"[""Young Adult"",""Coming of Age"",""Romance"",""Romantic Comedies"",""Historical Fiction"",""Classics"",""Poetry"",""LGBTQ+"",""Whodunit"",""Science Fiction"",""Dystopian Fiction"",""Fantasy""]","[""Romantic Comedy"",""Romance"",""Drama"",""Thriller"",""Mystery"",""Spy Thrillers"",""Family Friendly"",""Disney"",""Action & Adventure"",""Music"",""Whodunit"",""Biopic"",""Documentary"",""Docuseries"",""Action"",""Adventure"",""Superheroes"",""Comedy"",""Period Dramas"",""Fantasy""]",undefined,2022-03-10T16:12:51,app_user
0399,null,25,TV/Movies,,65 or older,undefined,undefined,FALSE,FALSE,undefined,"[""Drama"",""Superheroes"",""Crime"",""Science Fiction"",""Action & Adventure"",""Western"",""Comic Book Adaptations"",""Outer Space"",""Action"",""Adventure"",""Outlaw Western""]",undefined,undefined,app_user
0400,7,25,TV/Movies,Female,18-24,1043,0,TRUE,TRUE,"[""Horror"",""Poetry"",""Cooking"",""Cookbooks"",""Comedy"",""Fantasy"",""Romance"",""Romantic Comedies"",""Young Adult""]","[""Comedy"",""Romantic Comedy"",""Stoner Comedy"",""Romance"",""Teen Romance"",""Horror"",""Supernatural"",""Family Friendly"",""Western""]","[""Comedy"",""Crime"",""Music""]",2021-08-13T15:50:45,app_user
0401,6,25,"TV/Movies, Books",Female,55-64,159,5,FALSE,TRUE,"[""Young Adult"",""Historical Fiction"",""Classics"",""World War 2"",""British Classics""]","[""Comedy"",""Romantic Comedy"",""British Comedy"",""Romance"",""Drama"",""Action & Adventure"",""Action"",""Adventure"",""Sports"",""Baseball"",""Football""]","[""Pop Culture""]",2022-02-10T21:05:04,app_user
0402,null,25,TV/Movies,,35-44,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0403,7,25,TV/Movies,Male,35-44,1556,4,TRUE,TRUE,"[""Fantasy"",""Magic"",""Romance"",""Comedy"",""Thriller"",""Psychological Thrillers"",""Mystery"",""Shocking Twists"",""Tearjerkers"",""Sports"",""Humor"",""Romantic Comedies"",""Epic Fantasy""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""Spoofs and Mockumentaries"",""Adult Cartoon"",""Romance"",""Fantasy"",""Magic"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Sports"",""Football"",""Baseball"",""Basketball"",""Martial Arts"",""Whodunit"",""Biopic"",""Action & Adventure"",""Boxing"",""Suspense"",""Epic Fantasy"",""Crime"",""Drama"",""Tearjerkers"",""Dark Comedy""]","[""TV & Movies"",""Pop Culture"",""Comedy"",""Sports"",""Society & Culture"",""Fiction"",""History"",""Football"",""Interviews""]",undefined,app_user
0404,null,25,Books,,45-54,106,0,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0405,7,25,"TV/Movies, Books",Female,45-54,710,0,TRUE,TRUE,"[""Romance"",""Thriller"",""Psychological Thrillers"",""Spy Thrillers"",""Mystery"",""Historical Fiction"",""Business"",""Leadership"",""Self Help"",""Romantic Comedies"",""Shocking Twists"",""Cooking""]","[""Romance"",""Romantic Comedy"",""Thriller"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Political"",""Whodunit"",""Drama"",""Courtroom Dramas"",""Crime"",""Suspense"",""Music"",""Documentary"",""British Dramas"",""Shocking Twists""]","[""News"",""Politics"",""Interviews""]",undefined,app_user
0406,9,25,"TV/Movies, Books",Female,55-64,92,0,TRUE,TRUE,"[""Romance"",""Young Adult"",""Fantasy"",""Historical Fiction"",""Whodunit""]","[""Drama"",""Romance"",""Period Dramas""]","[""TV & Movies"",""History"",""Fiction"",""News"",""Interviews""]",undefined,app_user
0407,9,25,"TV/Movies, Books, Podcasts",Female,65 or older,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0408,9,25,"TV/Movies, Books, Podcasts",Male,55-64,undefined,undefined,FALSE,FALSE,undefined,"[""Comedy"",""Superheroes"",""Thriller"",""Horror"",""Science Fiction"",""Action & Adventure"",""Music"",""Whodunit"",""Workplace Comedy"",""Dark Comedy"",""Comic Book Adaptations"",""Marvel"",""Suspense"",""Mystery"",""Spy Thrillers"",""Supernatural"",""Slasher"",""Disney"",""Outer Space"",""Time Travel"",""Robots"",""Zombie"",""Dystopian"",""Alien"",""Action"",""Adventure""]",undefined,undefined,app_user
0409,7,25,TV/Movies,Female,25-34,1446,10,FALSE,FALSE,undefined,undefined,undefined,2020-06-24T10:45:07,app_user
0410,8,25,TV/Movies,Female,35-44,152,1,TRUE,FALSE,"[""Romance"",""Comedy"",""Romantic Comedies"",""Teen Romance"",""Sports"",""Poetry"",""Humor"",""Young Adult"",""Comedian"",""Coming of Age""]","[""Romance"",""Romantic Comedy"",""Teen Romance"",""Comedy"",""Thriller"",""Psychological Thrillers"",""Black Cinema"",""Documentary"",""Docuseries"",""Sports"",""Football"",""Basketball"",""Spy Thrillers"",""Teen"",""Drama"",""High School""]","[""Comedy"",""Relationship"",""Comedian"",""Pop Culture"",""Love"",""Society & Culture"",""Celebrities"",""Sports"",""News"",""Politics"",""TV & Movies"",""Football"",""Basketball""]",2023-10-18T06:37:13,app_user
0411,1,25,"TV/Movies, Books, Podcasts",Female,65 or older,22,0,FALSE,FALSE,undefined,undefined,undefined,2019-07-14T15:49:43,app_user
0412,6,25,"TV/Movies, Books",Female,35-44,330,18,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0413,7,25,"TV/Movies, Books, Podcasts",Female,45-54,57,0,FALSE,FALSE,undefined,"[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""British Comedy"",""Romance"",""Teen Romance"",""Drama"",""Family Dramas"",""British Dramas"",""Period Dramas"",""Tearjerkers"",""Courtroom Dramas"",""Family Friendly"",""Documentary"",""Music"",""Sitcoms"",""Teen""]","[""Comedy"",""TV & Movies"",""Interviews""]",undefined,app_user
0414,5,25,Books,Female,25-34,196,0,TRUE,TRUE,"[""Fantasy"",""High Fantasy"",""Dark Fantasy"",""Memoirs"",""Horror"",""Classics"",""Science Fiction"",""Outer Space"",""Historical Fiction""]","[""Drama"",""Comedy"",""Period Dramas"",""Science Fiction"",""Outer Space"",""Anime"",""Action & Adventure"",""Action"",""Adventure"",""War"",""Superheroes""]","[""History"",""Fiction"",""Science & Technology"",""Science""]",undefined,app_user
0415,8,25,Books,Female,45-54,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0416,8,25,"TV/Movies, Books",Female,55-64,null,null,null,null,null,null,null,null,newsletter
0417,6,25,TV/Movies,Male,45-54,undefined,undefined,FALSE,FALSE,undefined,"[""Comedy"",""Thriller"",""Horror"",""Science Fiction"",""Action & Adventure"",""Documentary"",""Sports"",""Dark Comedy"",""Suspense"",""Mystery"",""Spy Thrillers"",""Dystopian"",""Alien"",""Outer Space"",""Time Travel"",""Zombie"",""Action"",""Adventure""]",undefined,undefined,app_user
0418,5,25,"TV/Movies, Books",Male,25-34,345,6,TRUE,TRUE,"[""Fantasy"",""High Fantasy"",""Epic Fantasy"",""Thriller"",""Psychological Thrillers"",""Spy Thrillers"",""Mystery"",""Science Fiction"",""Classics"",""Horror"",""Memoirs""]","[""Comedy"",""Drama"",""Crime"",""Fantasy"",""Thriller"",""Mystery"",""Horror"",""Science Fiction"",""Black Cinema"",""Action & Adventure"",""Action"",""LGBTQ+"",""Western""]",undefined,2022-06-27T18:52:02,app_user
0419,8,25,"TV/Movies, Books, Podcasts",Male,55-64,undefined,undefined,FALSE,FALSE,undefined,"[""Comedy"",""Romance"",""Crime"",""Thriller"",""Tearjerkers"",""Science Fiction"",""Superheroes"",""Horror"",""Western"",""Drama"",""Action & Adventure""]",undefined,undefined,app_user
0420,7,25,TV/Movies,Female,45-54,419,0,TRUE,TRUE,undefined,"[""Romance"",""Romantic Comedy"",""Drama"",""Period Dramas"",""Fantasy"",""Epic Fantasy"",""Magic"",""Mind Bending"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Thriller"",""Suspense"",""Psychological Thrillers"",""Shocking Twists"",""Mystery"",""Spy Thrillers"",""Science Fiction"",""Outer Space"",""Time Travel"",""Zombie"",""Dystopian"",""Alien"",""Robots"",""Action & Adventure"",""Action"",""Adventure"",""Western"",""Outlaw Western""]",undefined,2023-12-08T19:59:32,app_user
0421,7,25,"TV/Movies, Books",Female,35-44,1,0,FALSE,FALSE,"[""Fantasy"",""Magic"",""High Fantasy"",""Urban Fantasy"",""Romance"",""Romantic Comedies"",""Teen Romance"",""Epic Fantasy"",""Young Adult"",""Comedy"",""Humor"",""Historical Fiction"",""Memoirs"",""Whodunit"",""Self Help"",""Mental Health"",""Psychology""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""Fantasy"",""Magic"",""Family Friendly"",""Adult Cartoon""]",undefined,undefined,app_user
0422,6,25,"TV/Movies, Books, Podcasts",Male,55-64,undefined,undefined,FALSE,FALSE,undefined,"[""Fantasy"",""Science Fiction"",""Documentary"",""Action & Adventure"",""Survival"",""Biopic"",""Epic Fantasy""]",undefined,undefined,app_user
0423,8,25,Books,Female,45-54,119,27,TRUE,TRUE,"[""Young Adult"",""Classics"",""British Classics"",""Whodunit"",""Children's Books"",""Historical Fiction"",""Thriller"",""Spy Thrillers"",""Mystery"",""Science Fiction"",""Dystopian Fiction"",""Time Travel"",""Fantasy"",""Magic"",""High Fantasy""]","[""Whodunit"",""Crime"",""Superheroes"",""Fantasy"",""Epic Fantasy"",""Family Friendly"",""Science Fiction"",""Outer Space"",""Time Travel"",""Dystopian"",""Action & Adventure"",""Action"",""Adventure""]","[""Family Friendly"",""News"",""History"",""Health & Fitness""]",undefined,app_user
0424,9,25,"TV/Movies, Books, Podcasts",Female,25-34,28,1,FALSE,FALSE,"[""Fantasy"",""Romance"",""Comedy"",""Thriller"",""Mystery"",""Cooking"",""Self Help"",""Whodunit"",""Business"",""Leadership"",""Psychology""]","[""Comedy"",""Romance"",""Drama"",""Crime"",""Teen"",""Superheroes"",""Thriller"",""Family Friendly"",""Action & Adventure"",""Music"",""Romantic Comedy"",""Workplace Comedy"",""British Comedy"",""Dark Comedy"",""Teen Romance"",""Family Dramas"",""British Dramas"",""Period Dramas"",""Tearjerkers"",""True Crime"",""High School"",""Marvel"",""Suspense"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Shocking Twists"",""Disney"",""Sitcoms"",""Action"",""Adventure"",""Fantasy"",""Science Fiction"",""Whodunit"",""Political"",""Spoofs and Mockumentaries""]",undefined,2023-09-26T18:23:26,app_user
0425,10,25,TV/Movies,Female,65 or older,undefined,undefined,FALSE,FALSE,undefined,"[""Drama"",""Crime"",""Thriller"",""Documentary"",""Sports"",""Whodunit"",""Biopic"",""Black Cinema"",""Music"",""Courtroom Dramas"",""Psychological Thrillers"",""Baseball"",""Basketball"",""Docuseries"",""Football"",""Mystery"",""Suspense"",""True Crime"",""Shocking Twists"",""Golf"",""Boxing""]",undefined,undefined,app_user
0426,0,25,"TV/Movies, Books, Podcasts",Male,25-34,null,null,null,null,null,null,null,null,newsletter
0427,7,25,TV/Movies,Male,55-64,25,0,FALSE,FALSE,undefined,"[""Comedy"",""Romance"",""Drama"",""Crime"",""Teen"",""Fantasy"",""Superheroes"",""Thriller"",""Science Fiction"",""Action & Adventure"",""Music"",""Documentary"",""Survival"",""Sports"",""Whodunit"",""Western"",""Political"",""Biopic"",""Romantic Comedy"",""British Comedy"",""Workplace Comedy"",""Dark Comedy"",""Teen Romance"",""Family Dramas"",""British Dramas"",""Courtroom Dramas"",""Tearjerkers"",""Dark Crime"",""True Crime"",""Heists"",""Vigilante"",""Epic Fantasy"",""Magic"",""Mind Bending"",""Comic Book Adaptations"",""Marvel"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Spy Thrillers"",""Supernatural"",""Outer Space"",""Time Travel"",""Robots"",""Zombie"",""Dystopian"",""Alien"",""Action"",""Adventure"",""Docuseries"",""Post Apocalyptic"",""Football"",""Baseball"",""Basketball"",""Outlaw Western""]",undefined,2024-01-28T13:19:48,app_user
0428,3,25,"TV/Movies, Books",Female,45-54,175,0,FALSE,FALSE,"[""Comedy"",""Historical Fiction"",""Whodunit"",""Thriller""]",undefined,undefined,2020-01-15T10:34:40,app_user
0429,5,25,TV/Movies,Female,65 or older,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0430,7,25,TV/Movies,Female,45-54,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0431,8,25,TV/Movies,Female,55-64,107,10,FALSE,TRUE,"[""Fantasy"",""Epic Fantasy"",""Magic"",""Science Fiction"",""Time Travel"",""Outer Space"",""Historical Fiction""]","[""Science Fiction"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Outer Space"",""Time Travel"",""Robots"",""Zombie"",""Dystopian"",""Alien"",""Comedy"",""Romantic Comedy"",""British Comedy"",""Dark Comedy"",""Romance"",""Drama"",""Fantasy"",""Action & Adventure"",""British Dramas"",""Period Dramas"",""Epic Fantasy"",""Magic"",""Mind Bending"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Action""]","[""Fiction"",""Science & Technology"",""Technology"",""Science"",""Health & Fitness"",""Health"",""Fitness"",""Mental Health"",""Interviews"",""News"",""Politics"",""Comedy"",""TV & Movies"",""History"",""Meditation""]",2021-11-28T20:06:46,app_user
0432,10,25,TV/Movies,Female,18-24,6588,3616,TRUE,FALSE,"[""Young Adult"",""Fantasy"",""Magic"",""Science Fiction"",""Dystopian Fiction"",""Coming of Age"",""Teen Romance"",""Children's Books"",""Epic Fantasy"",""Urban Fantasy"",""Dark Fantasy"",""High Fantasy"",""Romance""]","[""Drama"",""Romance"",""Teen Romance"",""Teen"",""Superheroes"",""Fantasy"",""Science Fiction"",""Zombie"",""Marvel"",""British Dramas"",""Tearjerkers"",""Action & Adventure"",""Action"",""Alien"",""Romantic Comedy""]",undefined,undefined,app_user
0433,7,25,TV/Movies,Male,45-54,undefined,undefined,FALSE,FALSE,undefined,"[""Action & Adventure"",""Comedy"",""Drama"",""Thriller""]",undefined,undefined,app_user
0434,8,25,Books,Female,18-24,468,0,FALSE,FALSE,undefined,undefined,undefined,2020-05-24T06:55:54,app_user
0435,10,25,"TV/Movies, Books",Female,35-44,4766,7,FALSE,FALSE,undefined,undefined,undefined,2020-05-23T09:39:36,app_user
0436,5,25,TV/Movies,Female,25-34,54,0,FALSE,FALSE,"[""Memoirs"",""LGBTQ+"",""Tearjerkers"",""Classics"",""True Crime"",""Cooking"",""Cookbooks"",""Comedy"",""Science Fiction"",""Dystopian Fiction"",""Self Help""]","[""Comedy"",""Dark Comedy"",""Workplace Comedy"",""Spoofs and Mockumentaries"",""Drama"",""Crime"",""Dark Crime"",""True Crime"",""Heists"",""Tearjerkers"",""Family Dramas"",""Courtroom Dramas"",""Science Fiction"",""Dystopian"",""Action & Adventure"",""Action"",""Adventure"",""Documentary"",""LGBTQ+"",""Political"",""Whodunit"",""Docuseries"",""Food""]","[""Crime"",""True Crime"",""Comedy"",""Relationship"",""Love"",""Dating"",""News"",""Politics"",""Science & Technology"",""Interviews"",""Health & Fitness""]",undefined,app_user
0437,10,25,"TV/Movies, Podcasts",Male,35-44,13,0,FALSE,FALSE,undefined,undefined,undefined,2019-12-22T18:18:39,app_user
0438,10,25,Books,Female,18-24,1925,85,TRUE,TRUE,"[""Science Fiction"",""Fantasy"",""Dystopian Fiction"",""True Crime"",""Historical Fiction"",""Time Travel"",""Whodunit"",""Young Adult"",""Thriller"",""Psychological Thrillers"",""Mystery"",""Shocking Twists"",""Classics"",""World War 2""]","[""Comedy"",""Romantic Comedy"",""Spoofs and Mockumentaries"",""British Comedy"",""Crime"",""Teen"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Spy Thrillers"",""Mystery"",""Suspense"",""Science Fiction"",""Time Travel"",""Dystopian"",""Outer Space"",""Action & Adventure"",""Adventure"",""Action"",""Music"",""Whodunit"",""Western"",""Outlaw Western"",""Post Apocalyptic""]",undefined,2021-04-10T06:14:26,app_user
0439,6,25,Podcasts,Male,25-34,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0440,0,25,"Books, Podcasts",Female,35-44,39,0,TRUE,TRUE,"[""Comedy"",""Romance"",""Romantic Comedies"",""Poetry"",""Historical Fiction"",""Humor"",""Fantasy"",""High Fantasy"",""Urban Fantasy"",""Epic Fantasy"",""Magic""]","[""Comedy"",""Romantic Comedy"",""British Comedy"",""Music"",""Political"",""Fantasy"",""Magic"",""Epic Fantasy"",""Reality"",""Reality Dating"",""Biopic""]",undefined,2022-01-07T20:23:09,app_user
0441,7,25,Books,Female,35-44,514,0,TRUE,FALSE,"[""Fantasy"",""Magic"",""High Fantasy"",""Epic Fantasy"",""Romance"",""Romantic Comedies"",""Teen Romance"",""Young Adult"",""Coming of Age"",""Science Fiction"",""LGBTQ+"",""Dystopian Fiction"",""True Crime"",""Dark Fantasy""]","[""Romance"",""Romantic Comedy"",""Teen Romance"",""Drama"",""Family Dramas"",""British Dramas"",""Period Dramas"",""Courtroom Dramas"",""Crime"",""True Crime"",""Heists"",""Vigilante"",""Teen"",""Fantasy"",""High School"",""Epic Fantasy"",""Magic"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Family Friendly"",""Science Fiction"",""Dystopian"",""Robots"",""Outer Space"",""Action & Adventure"",""Action"",""Adventure"",""Documentary"",""LGBTQ+"",""Whodunit"",""Reality"",""Competition"",""Home Improvement"",""Food""]","[""Crime"",""Comedy"",""True Crime"",""Unsolved Crime"",""TV & Movies"",""Music"",""Pop Culture"",""Society & Culture"",""Celebrities"",""History"",""Fiction"",""Family Friendly"",""Science & Technology"",""Science"",""Technology"",""News"",""Politics""]",2021-08-11T06:54:27,app_user
0442,8,25,TV/Movies,Female,45-54,31,0,FALSE,FALSE,undefined,undefined,undefined,2020-03-30T20:23:39,app_user
0443,3,25,TV/Movies,Female,35-44,38,0,TRUE,FALSE,"[""Historical Fiction"",""Classics"",""British Classics""]","[""Dark Comedy"",""Drama"",""Period Dramas"",""Romance"",""Thriller"",""Suspense"",""Psychological Thrillers"",""Documentary"",""LGBTQ+"",""Whodunit"",""Comedy"",""Tearjerkers"",""Mystery"",""Docuseries"",""British Dramas"",""British Comedy""]","[""Comedy""]",2022-08-16T17:47:39,app_user
0444,7,25,"TV/Movies, Books",Female,35-44,77,1,FALSE,TRUE,"[""Young Adult"",""Coming of Age""]","[""Comedy"",""Romantic Comedy"",""Dark Comedy"",""Romance"",""Drama"",""Teen Romance"",""Family Dramas"",""Political"",""Period Dramas""]",undefined,undefined,app_user
0445,8,25,Books,Prefer not to say,35-44,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0446,7,25,TV/Movies,Female,45-54,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0447,8,25,TV/Movies,Female,45-54,12,0,FALSE,FALSE,undefined,undefined,undefined,2019-12-15T19:31:00,app_user
0448,7,25,TV/Movies,Female,65 or older,undefined,undefined,FALSE,FALSE,"[""Comedy"",""Romance"",""Classics"",""True Crime"",""Memoirs""]",undefined,undefined,undefined,app_user
0449,10,25,"TV/Movies, Books, Podcasts",Female,25-34,116,0,TRUE,TRUE,"[""Fantasy"",""LGBTQ+"",""Romance"",""Romantic Comedies"",""Comedy"",""Young Adult"",""Humor"",""Comedian"",""Coming of Age"",""Self Help"",""Motivation"",""Sports"",""Mental Health"",""Memoirs"",""Thriller"",""Science Fiction""]","[""Comedy""]","[""Comedy""]",2022-05-22T12:29:19,app_user
0450,6,25,"TV/Movies, Books",Female,55-64,43,10,FALSE,TRUE,"[""Historical Fiction""]","[""Drama"",""Family Dramas"",""Reality"",""Courtroom Dramas"",""Comedy"",""Romantic Comedy"",""Dark Comedy"",""Competition"",""Crime"",""Period Dramas""]",undefined,2023-04-21T15:01:44,app_user
0451,10,25,"TV/Movies, Books, Podcasts",Female,35-44,436,0,FALSE,TRUE,"[""Fantasy"",""Magic"",""Young Adult"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Spy Thrillers"",""Mystery"",""Science Fiction"",""Dystopian Fiction"",""Time Travel"",""Outer Space"",""Classics"",""True Crime"",""Whodunit""]","[""Comedy"",""Drama"",""Dark Comedy"",""Crime"",""True Crime"",""Dark Crime"",""Heists"",""Vigilante"",""Fantasy"",""Superheroes"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Science Fiction"",""Outer Space"",""Time Travel"",""Zombie"",""Dystopian"",""Robots"",""Alien"",""Action & Adventure"",""Adventure"",""Documentary"",""Survival"",""War"",""Whodunit"",""Magic"",""Comic Book Adaptations"",""Marvel"",""Spy Thrillers"",""Horror"",""Supernatural""]",undefined,2022-01-05T19:23:30,app_user
0452,9,25,"Books, Podcasts",Female,45-54,96,1,TRUE,TRUE,"[""True Crime"",""Memoirs"",""Humor"",""Thriller"",""Psychological Thrillers"",""Young Adult"",""Coming of Age"",""Shocking Twists"",""Classics"",""Self Help"",""Psychology"",""Children's Books""]","[""Documentary"",""Crime"",""Dark Crime"",""True Crime"",""Thriller"",""Psychological Thrillers"",""Comedy"",""Dark Comedy"",""Drama"",""Period Dramas""]","[""Crime"",""True Crime"",""Science & Technology"",""History"",""Comedy"",""Pop Culture"",""Science"",""Society & Culture""]",undefined,app_user
0453,8,25,"TV/Movies, Books",Female,35-44,null,null,null,null,null,null,null,null,newsletter
0454,5,25,Books,Female,65 or older,undefined,undefined,FALSE,FALSE,"[""Romance"",""Historical Fiction"",""Science Fiction"",""Whodunit"",""Thriller""]",undefined,undefined,undefined,app_user
0455,5,25,"TV/Movies, Podcasts",Male,55-64,17,0,FALSE,FALSE,undefined,"[""Comedy"",""Sports"",""Thriller"",""Science Fiction"",""War"",""Drama"",""Crime"",""Whodunit""]",undefined,2020-09-19T22:04:38,app_user
0456,8,25,Books,Female,35-44,52,0,FALSE,TRUE,"[""Young Adult"",""Teen Romance"",""Tearjerkers"",""Fantasy"",""Romance"",""Romantic Comedies"",""Historical Fiction"",""Thriller""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""British Comedy"",""Romance"",""Drama"",""Family Dramas"",""Period Dramas"",""Superheroes"",""Family Friendly"",""Sitcoms"",""Action & Adventure""]",undefined,2021-12-24T07:59:56,app_user
0457,5,25,Books,Female,25-34,null,null,null,null,null,null,null,null,newsletter
0458,8,25,TV/Movies,Female,65 or older,37,0,FALSE,FALSE,"[""Whodunit"",""Memoirs""]","[""Comedy"",""Documentary"",""Docuseries"",""Thriller"",""Spoofs and Mockumentaries"",""Stoner Comedy"",""Spy Thrillers"",""Whodunit"",""Adventure""]",undefined,2020-06-23T12:51:22,app_user
0459,7,25,TV/Movies,Male,65 or older,undefined,0,FALSE,FALSE,undefined,"[""Drama""]",undefined,undefined,app_user
0460,1,25,TV/Movies,Male,55-64,34,0,FALSE,FALSE,undefined,undefined,undefined,2020-01-17T07:09:07,app_user
0461,8,25,TV/Movies,Female,35-44,2139,1,TRUE,FALSE,"[""Fantasy"",""Magic"",""Young Adult"",""Whodunit"",""True Crime"",""Horror"",""Classics"",""Historical Fiction"",""Coming of Age""]","[""Comedy"",""Crime"",""Family Friendly"",""Thriller"",""Fantasy"",""Documentary"",""Horror"",""Whodunit"",""Drama""]","[""True Crime"",""TV & Movies"",""History""]",2020-09-10T20:38:03,app_user
0462,10,25,"TV/Movies, Books",Female,55-64,1171,217,TRUE,TRUE,"[""Fantasy"",""Epic Fantasy"",""Comedy"",""Thriller"",""Psychological Thrillers"",""Mystery"",""Science Fiction"",""Dystopian Fiction"",""Historical Fiction"",""Classics"",""British Classics"",""Poetry"",""Whodunit"",""Cooking"",""Memoirs""]","[""Drama"",""Period Dramas"",""Tearjerkers"",""Crime"",""True Crime"",""Thriller"",""Psychological Thrillers"",""Mystery"",""Science Fiction"",""Dystopian"",""Documentary"",""Survival"",""Whodunit"",""Biopic"",""Comedy"",""Romance"",""Family Dramas"",""British Dramas"",""Romantic Comedy""]","[""Comedy"",""History"",""Fiction"",""Interviews""]",undefined,app_user
0463,6,25,TV/Movies,Male,45-54,null,null,null,null,null,null,null,null,newsletter
0464,7,25,TV/Movies,Non-binary,18-24,174,0,TRUE,TRUE,"[""Fantasy"",""Magic"",""Urban Fantasy"",""Young Adult"",""Science Fiction"",""LGBTQ+"",""Cooking"",""Cookbooks"",""Poetry"",""Dystopian Fiction""]","[""Comedy"",""Adult Cartoon"",""Dark Comedy"",""Drama"",""Fantasy"",""LGBTQ+"",""Music"",""Documentary"",""Action & Adventure"",""Docuseries"",""Anime"",""Science Fiction"",""Epic Fantasy"",""Magic"",""Mind Bending"",""Action"",""Adventure"",""Family Friendly"",""Disney""]","[""Comedy"",""Fiction""]",undefined,app_user
0465,7,25,"TV/Movies, Books",Female,25-34,261,0,FALSE,TRUE,"[""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""True Crime"",""Self Help"",""Mental Health"",""Psychology"",""Whodunit""]","[""Drama"",""Crime"",""Dark Crime"",""True Crime"",""Teen"",""Thriller"",""Suspense"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Horror"",""Documentary"",""Whodunit""]","[""Crime"",""True Crime"",""Unsolved Crime""]",2021-04-01T16:21:13,app_user
0466,7,25,Books,Female,55-64,undefined,undefined,FALSE,FALSE,undefined,undefined,undefined,undefined,app_user
0467,8,25,TV/Movies,Female,35-44,79,1,TRUE,FALSE,"[""Fantasy"",""High Fantasy"",""Urban Fantasy"",""Epic Fantasy"",""Dark Fantasy"",""Science Fiction"",""Dystopian Fiction"",""Outer Space"",""Time Travel"",""Thriller"",""Shocking Twists"",""Psychological Thrillers"",""Mystery"",""Horror"",""Classics"",""British Classics"",""Paranormal"",""True Crime"",""Whodunit""]","[""Drama"",""British Dramas"",""Fantasy"",""Crime"",""True Crime"",""Dark Crime"",""Vigilante"",""Magic"",""Mind Bending"",""Superheroes"",""Comic Book Adaptations"",""Marvel"",""Thriller"",""Suspense"",""Epic Fantasy"",""Shocking Twists"",""Psychological Thrillers"",""Spy Thrillers"",""Horror"",""Mystery"",""Supernatural"",""Science Fiction"",""Time Travel"",""Outer Space"",""Zombie"",""Alien"",""Dystopian"",""Action & Adventure"",""Adventure"",""Reality"",""Competition"",""Food"",""Survival"",""Post Apocalyptic"",""LGBTQ+"",""Whodunit""]","[""Crime""]",undefined,app_user
0468,5,25,Books,Female,35-44,234,0,TRUE,TRUE,"[""Romance"",""Self Help"",""Romantic Comedies"",""Thriller"",""Young Adult"",""Psychology"",""Motivation"",""Business"",""Fantasy""]","[""Comedy"",""Romantic Comedy"",""Workplace Comedy"",""Crime"",""True Crime"",""Drama""]","[""Business"",""Entrepreneurs""]",2022-05-16T19:23:15,app_user
0469,10,25,"TV/Movies, Books",Female,18-24,343,0,TRUE,TRUE,"[""Romance"",""Young Adult"",""Historical Fiction"",""Romantic Comedies"",""Fantasy"",""Dark Fantasy"",""World War 2"",""Tearjerkers""]","[""Comedy"",""Romantic Comedy"",""Romance"",""Drama"",""Period Dramas"",""Tearjerkers"",""Teen"",""Fantasy"",""Action & Adventure"",""Action"",""Adventure""]",undefined,2022-07-27T20:51:36,app_user
